content,label
"I've enjoyed using this app since I got it two weeks ago until recently, when it began crashing when I'd add tasks.",poor
"The grocery list is not syncing properly and is missing items that my wife added on her phone. This has caused issues for us where I've missed items when shopping. This is particularly bad considering the current quarantine and the fact that I have to queue up to get into the shop in the first place. I've tested and when I add the item ""snacks"" on my wife's phone they don't appear on my grocery list. I can not recommend this app currently because of this.",poor
I mean the app started seeming really nice and has a lot of work put into it but here me out if your looking for a app that is free and dont want to spend $ for daily reminders this is not it but if you dont mind paying like 7 $ this your app and with that 7 dollars you can get cool extra stuff,poor
a mess of features that don't serve me; cumbersome UX,poor
"When I saw that Dark Theme was premium only I stopped and uninstalled immediately. Frankly I was insulted. Are you hoping to squint me into submission? If I can't try your app comfortably then why bother? There are identical apps (I'm exploring now) that you're competing with, so think about making the app comfortable to use for free with restrictions I would pay to lift. It's like... youtube giving volume control only to premium members or test driving a new car without getting to use A/C.",poor
I have cancelled my subscription. An amount of Rs. 909.90 has been deducted from my account. Kindly refund the same. I'm not interested in the app,poor
"This app always put the things I haven't done to the next day. I don't like this. It should be stay at there if I didn't finished the work nor help me move to the next day and ask me to do it! If I didn't finished it, I'll continue the work tomorrow. I don't need you to help me move the task to the next day. It's annoying",poor
"Lost another star for your reply to my previous comment. I like the ""moment"" notification. I like planning my day.. i hate the dumb sounds I can't turn off for every item I snooze.",poor
"I'm sure the app is great seeing all the positive reviews not had earned. But having dark mode being ba premium feature is a deal breaker for me, because I would like to extensively test a product before considering a premium subscription but I can't get to use an app that forces light mode why all of my other apps are dark",poor
Not free,poor
"You can' t manage it easily per day, the interface is not clear when i click on a day I want to say only that day agenda not others around it. When i add a task it doesn t show me in which day is added - i have at least ten ideas to improve. They contact me, i will uninstall it for now. I submitted few complaints but there are more",poor
Important features locked behind a pay wall.,poor
A suspicious app! Do not recommend this application.,poor
"Poor widget options, which is what I needed most. Very space inefficient and not customizable at all. Disappointing. Todoist had the most compact and useful widget, followed by Microsoft ToDo.",poor
Keep losing mini steps after I write them down.,poor
"Thought it be a great replacement for GTasks. Main issue with Tasks is lack of pc app. I like the any.do widget as it has a transparent option. I use recurring tasks a lot. A routine which can be ticked and on the next day they'll reappear, which I found seemeles in the Google app. Unfortunately in any.do you need to set a reminder for each task with exact time, they don't stack on each other, creating a long list of notifications in the morning. Also no visual event line in calendar month view.",poor
